insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 59,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 2,2950,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-09' , 40,2950,52)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-05' , 66,2950,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-06' , 34,2950,48)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-26' , 54,2950,19)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-08' , 104,2950,185)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-27' , 27,2950,170)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 93,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-07' , 119,2950,187)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-18' , 24,2950,20)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-18' , 115,2950,106)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-23' , 104,5990,2)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-24' , 103,2950,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-22' , 65,2950,47)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 87,3300,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-07' , 115,2950,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-17' , 11,1750,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-14' , 104,5990,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-01' , 70,5990,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-17' , 43,2950,94)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-21' , 46,2950,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-01' , 5,3300,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 49,2950,116)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-05' , 50,5990,7)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 15,2950,56)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-28' , 81,2950,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-25' , 1,2950,194)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-16' , 81,3300,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-22' , 74,2950,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-27' , 113,5990,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 47,1750,219)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 13,5990,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-29' , 62,2950,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-18' , 112,1750,194)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-14' , 93,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-10' , 104,5990,167)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-16' , 78,5990,113)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 98,5990,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-07' , 113,3300,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-26' , 5,5990,8)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 93,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-02' , 86,2950,176)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-21' , 122,1750,1)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-01' , 115,2950,52)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-15' , 77,1750,72)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-06' , 125,2950,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-01' , 51,3300,207)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-04' , 51,2950,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-20' , 12,5990,11)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-15' , 48,2950,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-22' , 126,2950,158)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-29' , 127,2950,2)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-29' , 45,2950,194)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-18' , 70,5990,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-10' , 62,2950,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-21' , 114,3300,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-23' , 11,2950,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-25' , 70,2950,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-05' , 121,2950,73)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-26' , 60,2950,183)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-09' , 90,2950,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-20' , 2,3300,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-05' , 72,2950,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-18' , 60,5990,134)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-22' , 103,2950,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-25' , 33,2950,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-07' , 14,1750,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 67,2950,185)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-05' , 122,5990,68)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-02' , 83,5990,26)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-10' , 82,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-16' , 106,2950,166)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-22' , 62,2950,206)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 23,2950,40)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-22' , 107,2950,20)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-05' , 3,1750,121)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-27' , 57,5990,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-21' , 18,2950,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 16,5990,213)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-29' , 95,1750,5)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-26' , 103,2950,47)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 82,5990,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 36,5990,12)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-13' , 83,2950,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-02' , 29,5990,94)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-09' , 78,5990,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-13' , 98,1750,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-01' , 31,2950,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-15' , 99,2950,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-13' , 56,2950,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-22' , 3,2950,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-31' , 40,2950,140)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-25' , 75,3300,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 87,5990,157)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-09' , 4,2950,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-11' , 20,3300,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-23' , 33,2950,57)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-04' , 49,2950,121)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-24' , 27,5990,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-08' , 63,2950,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-15' , 60,2950,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-08' , 105,2950,185)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-12' , 70,1750,194)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-12' , 125,2950,48)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-07' , 30,3300,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-12' , 12,5990,44)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 101,2950,195)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-04' , 56,2950,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 121,2950,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-30' , 99,1750,137)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-05' , 68,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-28' , 40,2950,110)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-29' , 9,2950,154)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-17' , 35,2950,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-13' , 102,2950,32)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-19' , 114,2950,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-31' , 88,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-11' , 114,2950,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-23' , 42,5990,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-25' , 18,2950,84)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-26' , 114,3300,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-12' , 98,5990,104)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-24' , 59,5990,139)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-31' , 113,1750,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-05' , 67,2950,213)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-12' , 15,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-12' , 80,2950,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-01' , 95,2950,219)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 14,2950,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-02' , 115,2950,125)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-03' , 83,2950,38)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-04' , 106,5990,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 37,2950,19)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-11' , 11,5990,56)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-06' , 32,2950,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-18' , 27,3300,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-22' , 36,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-04' , 16,2950,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-07' , 89,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-08' , 2,1750,116)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-08' , 30,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-31' , 97,5990,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-13' , 99,2950,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-26' , 40,2950,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-07' , 78,5990,176)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-19' , 59,5990,22)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-31' , 18,2950,106)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 77,5990,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-31' , 17,2950,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-15' , 30,2950,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 32,2950,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-01' , 6,5990,26)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-08' , 54,2950,1)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-02' , 121,3300,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-12' , 23,2950,166)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-16' , 54,2950,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-14' , 104,2950,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-09' , 129,5990,193)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-27' , 121,2950,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-11' , 46,5990,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-25' , 70,2950,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-22' , 123,2950,25)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-25' , 13,3300,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 103,1750,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-26' , 41,5990,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-17' , 26,5990,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-27' , 42,2950,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-14' , 12,2950,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 111,2950,84)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-17' , 121,2950,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-04' , 67,2950,123)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-25' , 92,2950,174)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-05' , 100,5990,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-15' , 103,2950,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-01' , 90,2950,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-05' , 39,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-06' , 101,3300,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-18' , 61,5990,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-02' , 25,3300,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-11' , 40,2950,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-01' , 82,5990,121)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-11' , 4,2950,92)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 3,2950,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-20' , 90,2950,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-26' , 26,2950,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-19' , 20,2950,228)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-11' , 54,5990,231)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-28' , 69,2950,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-05' , 78,2950,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-12' , 11,2950,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-17' , 23,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 104,2950,8)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-02' , 14,2950,225)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-10' , 35,2950,132)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-02' , 97,2950,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-18' , 111,5990,71)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-02' , 87,2950,118)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-21' , 32,5990,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-19' , 57,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-13' , 31,5990,228)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 43,5990,1)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-20' , 43,5990,15)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-20' , 78,5990,40)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-02' , 31,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 104,5990,11)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 106,2950,183)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 128,2950,174)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-13' , 80,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 85,2950,139)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-19' , 52,3300,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-08' , 92,5990,29)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 78,2950,44)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-29' , 69,2950,133)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-25' , 79,5990,166)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-19' , 102,2950,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-23' , 55,2950,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-24' , 49,5990,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-31' , 67,2950,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-09' , 52,2950,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-19' , 23,5990,230)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-25' , 61,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-26' , 102,5990,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-06' , 104,5990,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-03' , 41,2950,110)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-26' , 115,1750,131)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-28' , 90,1750,231)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-07' , 10,2950,35)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 88,2950,8)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 112,1750,74)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-14' , 89,2950,88)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-07' , 109,2950,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-23' , 24,2950,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-02' , 81,1750,67)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-04' , 63,3300,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-24' , 25,2950,190)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-12' , 28,2950,220)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-11' , 1,2950,7)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-25' , 43,2950,101)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-14' , 129,2950,162)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 86,5990,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-26' , 31,2950,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 106,2950,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-27' , 92,1750,47)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-16' , 120,2950,155)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-08' , 41,2950,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-12' , 64,3300,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-21' , 8,5990,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-17' , 76,5990,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-11' , 35,2950,151)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 50,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-11' , 6,2950,25)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-27' , 90,2950,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-23' , 56,5990,153)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-21' , 16,2950,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-31' , 75,5990,150)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-13' , 93,3300,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-14' , 24,1750,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-23' , 34,2950,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-19' , 101,5990,92)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-03' , 30,2950,195)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-06' , 40,3300,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-12' , 64,5990,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-15' , 55,2950,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-03' , 78,2950,58)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-30' , 55,5990,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-14' , 92,5990,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-06' , 124,2950,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-13' , 30,5990,32)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-08' , 92,5990,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 42,2950,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-06' , 70,5990,50)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-09' , 35,3300,15)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-29' , 54,5990,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-08' , 36,2950,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-26' , 81,3300,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 50,2950,9)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 4,2950,68)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-20' , 55,5990,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 80,2950,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 80,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 88,2950,72)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 37,5990,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 114,2950,40)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-10' , 3,2950,106)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-18' , 45,2950,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-29' , 9,2950,158)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-26' , 62,3300,141)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 57,5990,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-04' , 94,2950,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-10' , 1,2950,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-04' , 87,2950,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-28' , 87,2950,169)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-25' , 108,5990,128)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-05' , 38,2950,35)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-07' , 58,5990,240)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-27' , 15,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 89,2950,110)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 56,5990,70)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-13' , 14,2950,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-15' , 62,2950,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-25' , 123,1750,213)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-27' , 123,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-21' , 71,2950,111)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-04' , 13,5990,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-04' , 30,5990,89)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-26' , 41,2950,128)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-17' , 95,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-28' , 76,3300,197)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-08' , 100,2950,155)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-05' , 30,5990,51)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-02' , 21,2950,85)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-15' , 29,5990,91)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 124,2950,76)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-06' , 35,2950,225)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-08' , 104,2950,191)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-18' , 33,5990,121)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-02' , 109,2950,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-14' , 95,1750,57)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-23' , 64,2950,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-10' , 42,2950,38)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-02' , 122,5990,225)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-25' , 2,2950,7)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-27' , 57,2950,9)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-17' , 126,2950,76)
